index,bin start,count
0,0.000,2988
1,0.080,0
2,0.160,0
3,0.240,0
4,0.320,0
5,0.400,0
6,0.480,0
7,0.560,0
8,0.640,0
9,0.720,0
10,0.800,0
11,0.880,0
12,0.960,371
13,1.040,0
14,1.120,0
15,1.200,0
16,1.280,0
17,1.360,0
18,1.440,0
19,1.520,0
20,1.600,0
21,1.680,0
22,1.760,0
23,1.840,0
24,1.920,0
25,2.000,59
26,2.080,0
27,2.160,0
28,2.240,0
29,2.320,0
30,2.400,0
31,2.480,0
32,2.560,0
33,2.640,0
34,2.720,0
35,2.800,0
36,2.880,0
37,2.960,22
38,3.040,0
39,3.120,0
40,3.200,0
41,3.280,0
42,3.360,0
43,3.440,0
44,3.520,0
45,3.600,0
46,3.680,0
47,3.760,0
48,3.840,0
49,3.920,0
50,4.000,8
51,4.080,0
52,4.160,0
53,4.240,0
54,4.320,0
55,4.400,0
56,4.480,0
57,4.560,0
58,4.640,0
59,4.720,0
60,4.800,0
61,4.880,0
62,4.960,0
63,5.040,0
64,5.120,0
65,5.200,0
66,5.280,0
67,5.360,0
68,5.440,0
69,5.520,0
70,5.600,0
71,5.680,0
72,5.760,0
73,5.840,0
74,5.920,0
75,6.000,1
76,6.080,0
77,6.160,0
78,6.240,0
79,6.320,0
80,6.400,0
81,6.480,0
82,6.560,0
83,6.640,0
84,6.720,0
85,6.800,0
86,6.880,0
87,6.960,0
88,7.040,0
89,7.120,0
90,7.200,0
91,7.280,0
92,7.360,0
93,7.440,0
94,7.520,0
95,7.600,0
96,7.680,0
97,7.760,0
98,7.840,0
99,7.920,1
